L,r,sij_mean,sij_se,sij_snr,dij_c_mean,dij_c_se,dij_c_snr,ddij_mean,ddij_se,ddij_snr
84,31,-0.0004944230769231115,8.306141338113103e-6,59.52500165804173,0.0,0.0,NaN,-7.352725614091782e-5,8.775203899037886e-5,0.8378979792022765
84,32,0.0,0.0,NaN,0.0,0.0,NaN,7.655758552509162e-5,8.873046854148752e-5,0.8628105630851678
84,33,-0.0004735500000000141,8.296727808716131e-6,57.07671878816199,0.0,0.0,NaN,-0.00014310417919990992,8.960569504100669e-5,1.5970433479079702
84,34,0.0,0.0,NaN,0.0,0.0,NaN,0.00017182694328295167,9.050998996092076e-5,1.8984306965136213
84,35,-0.00045265625,8.28729443475673e-6,54.62051017538,0.0,0.0,NaN,-0.00018683855418177853,9.101633340747003e-5,2.0528024716764084
84,36,0.0,0.0,NaN,0.0,0.0,NaN,0.000142119225029394,9.199496682130017e-5,1.5448587019489881
84,37,-0.00042472826086955423,8.212545675435742e-6,51.71700440460795,0.0,0.0,NaN,-0.00018534059221374244,9.301632956353441e-5,1.9925597266998836
84,38,0.0,0.0,NaN,0.0,0.0,NaN,0.00012327082081661778,9.448058699757676e-5,1.3047211573715078
84,39,-0.00044249999999998,8.571394784498122e-6,51.62520349666634,0.0,0.0,NaN,-3.259849733755482e-5,9.543852507154141e-5,0.34156539314829887
84,40,0.0,0.0,NaN,0.0,0.0,NaN,-1.2578016413536397e-5,9.644775566734336e-5,0.13041274342265735
84,41,-0.00044035714285715725,8.75767246003475e-6,50.282440324950215,0.0,0.0,NaN,2.9958320818437856e-5,9.75755242786347e-5,0.30702700333835237
84,42,0.0,0.0,NaN,0.0,0.0,NaN,-1.1177349778318524e-5,9.856114710812093e-5,0.11340523224691211
88,2,0.0,0.0,NaN,0.009134095588240845,1.2015030008791868e-5,760.2224531738223,0.05344960066281551,5.3175829728210094e-5,1005.1484092679833
88,3,-0.036545357142853306,4.8312444660139094e-5,756.4377542874704,0.0,0.0,NaN,-0.016163985996854424,7.126841508459999e-5,226.80434211518215
88,4,0.0,0.0,NaN,0.00041640813253019933,3.0258795825726095e-6,137.61556637233005,0.009691700857712371,7.315455173904163e-5,132.4825404205168
88,5,-0.012543750000001491,3.0951499917127655e-5,405.27115111019697,0.0,0.0,NaN,-0.004629554376536532,7.022000539655824e-5,65.9292797030096
88,6,0.0,0.0,NaN,5.95138888888902e-5,1.1741669275312446e-6,50.686054506765636,0.0030341439634629652,7.191449009729737e-5,42.19099599201624
88,7,-0.0061063124999957506,2.255660834777835e-5,270.7105787292341,0.0,0.0,NaN,-0.0018215183629218257,7.067860925080489e-5,25.771847836707146
88,8,0.0,0.0,NaN,1.3030063291139162e-5,5.566114880409351e-7,23.40961976368854,0.0012506189986525446,7.200729253642723e-5,17.36794919792156
88,9,-0.003617980769229134,1.7842027722695138e-5,202.77856449169434,0.0,0.0,NaN,-0.0008362112715743497,7.185055856229052e-5,11.638201404508221
88,10,0.0,0.0,NaN,4.066558441558451e-6,3.144184445739623e-7,12.933587426999225,0.0005912453343129287,7.270435116658489e-5,8.13218637985269
88,11,-0.002427236842104927,1.498070465791143e-5,162.02421031130095,0.0,0.0,NaN,-0.00041942420171814376,7.26472972304843e-5,5.7734316032082855
88,12,0.0,0.0,NaN,1.3250000000000007e-6,1.8195541989110487e-7,7.2820034753181595,0.00027068007458147525,7.343466163673812e-5,3.685998798775136
88,13,-0.0017203378378373947,1.2826049909424755e-5,134.12842223335394,0.0,0.0,NaN,-0.0002406824254372747,7.370985560639633e-5,3.2652679001638005
88,14,0.0,0.0,NaN,5.13698630136986e-7,1.1485559274792249e-7,4.472560872716212,0.00022751534851161992,7.448126624607062e-5,3.05466542096581
88,15,-0.0013092708333335157,1.1379140025759951e-5,115.05885597414262,0.0,0.0,NaN,-0.0002632605504225144,7.481816596756006e-5,3.5186715287388877
88,16,0.0,0.0,NaN,2.3767605633802817e-7,7.922218300351701e-8,3.000120008400636,0.00022448922955876915,7.560131770999703e-5,2.969382497007511
88,17,-0.0010560000000000382,1.038826480655381e-5,101.65316534228342,0.0,0.0,NaN,-0.00025635206826823964,7.598026941660087e-5,3.3739294455861653
88,18,0.0,0.0,NaN,8.152173913043478e-8,4.706612735872254e-8,1.732068128509977,0.00020316268326171782,7.661661872682033e-5,2.6516790565517203
88,19,-0.0008642647058823629,9.587373893057741e-6,90.14613548222842,0.0,0.0,NaN,-0.00018145448421526267,7.717245220826384e-5,2.351285711714523
88,20,0.0,0.0,NaN,1.1194029850746268e-7,5.596930968680007e-8,2.0000300009750336,9.688753723044452e-5,7.790116151709297e-5,1.243723910447543
88,21,-0.0007423863636363172,9.046955172339036e-6,82.05925081912146,0.0,0.0,NaN,-8.608015268943281e-5,7.832618451032695e-5,1.0989958623362222
88,22,0.0,0.0,NaN,0.0,0.0,NaN,4.978392074461713e-5,7.890303740452876e-5,0.6309506247443866
88,23,-0.000651328125,8.569235140751993e-6,76.00773164719608,0.0,0.0,NaN,-0.0001067371129225142,7.960949741181897e-5,1.34075853249474
88,24,0.0,0.0,NaN,0.0,0.0,NaN,0.0001410586460025981,8.019205736920427e-5,1.7590101891657925
88,25,-0.0005794354838710277,8.235234172254738e-6,70.36053520168244,0.0,0.0,NaN,-0.00015195258673256218,8.075001007423581e-5,1.881765545203868
88,26,0.0,0.0,NaN,0.0,0.0,NaN,5.61976975316375e-5,8.15269679578273e-5,0.6893142102464518
88,27,-0.0005618750000000417,8.231981383538455e-6,68.25513492093492,0.0,0.0,NaN,-2.7449254229455766e-6,8.238187788722945e-5,0.03331952965072049
88,28,0.0,0.0,NaN,0.0,0.0,NaN,-5.958602712230476e-5,8.309633015267274e-5,0.7170717047651498
