L,W,r,num_samples,ss_mean,ss_se,ss_snr,dd_c_mean,dd_c_se,dd_c_snr,dd_shift_mean,dd_shift_se,dd_shift_snr
30,2.0,11,50,-0.0166268095445459,0.0018951255772408,8.773460579194484,-0.000115465764492,3.181507486200718e-05,3.629278415747309,-0.0077094057211093,0.0030805413419588,2.502613945186369
30,2.0,12,50,0.0119513279982755,0.0015600999427226,7.660616907284855,8.393802955643458e-05,2.4644957915014945e-05,3.405890561707769,0.0057015458107413,0.0031301469511487,1.8214946134234613
30,2.0,13,50,-0.0129198216460781,0.0017336206264779,7.452508033621021,-5.725844374365976e-05,1.9085557608694378e-05,3.000092788359289,-0.0081121087259426,0.0029557311856197,2.7445353506468635
30,2.0,14,50,0.0098851767099721,0.0015191844926263,6.506896797559168,5.844454761883258e-05,2.112975020289126e-05,2.765983840681439,0.008204581502761,0.0032672985926181,2.511120814393192
30,2.0,15,50,-0.011032438602907,0.0018157854902829,6.075849081263328,-3.2618613286942144e-05,1.1823235348883364e-05,2.758856803947727,-0.0096635791140922,0.0033328078105586,2.899530865079318
32,2.0,1,49,-0.4127305353040559,0.0015929884436202,259.0919833455203,-0.1239205329005262,0.0025249195868533,49.07900178118611,-0.1706089676608509,0.0012562811315886,135.80476803396718
32,2.0,2,49,0.1272111035554881,0.0022109576991323,57.53665192482488,0.0317340847191123,0.0010698205576119,29.662997680611014,0.0588625380690437,0.0011076569763275,53.14148633289216
32,2.0,3,49,-0.1032094110554468,0.0024517789195289,42.09572495846164,-0.0077946914463637,0.0004861718690424,16.032789930269864,-0.029618958085425,0.0019179415311473,15.443097510749434
32,2.0,4,49,0.0549034978809999,0.0021809426589088,25.174205134062607,0.0043224405725352,0.0003206983259792,13.47821370547262,0.0145320922654343,0.0020821643746554,6.979320385230813
32,2.0,5,49,-0.0517474459168778,0.0022809605122183,22.686690821557367,-0.001766959444548,0.0001739166835169,10.159804159191184,-0.0129017543647267,0.0022949789714914,5.621730972263451
32,2.0,6,49,0.0323646251068149,0.0017232183634651,18.78149965958683,0.0011360170248367,0.0001266275945196,8.971322792207026,0.004965897800028,0.0025980961081701,1.9113603166611088
32,2.0,7,49,-0.0333980592678389,0.0019009871450868,17.568798060606014,-0.0005541717362081,8.447911641465522e-05,6.559866624173222,-0.0059667486282056,0.0028668774661358,2.0812708944438807
32,2.0,8,49,0.0214425233742963,0.0016040517680963,13.36772528217366,0.0004095661037036,6.841157970911476e-05,5.986795005247297,0.0009124307686876,0.0031182251152733,0.2926122184759659
32,2.0,9,49,-0.0237021565766037,0.0020037635084489,11.828819357505228,-0.0002309366990355,5.251674835676894e-05,4.397391427715718,-0.0056746811104695,0.003110186403171,1.824546948274136
32,2.0,10,49,0.0157520370148614,0.0015642774862664,10.069848318573063,0.0001744197345295,4.315162737003344e-05,4.04201985324706,0.0029615009602316,0.0032902992018101,0.9000704126246012
32,2.0,11,49,-0.0169012222184206,0.0018253632052223,9.25910096690165,-0.0001095774356538,2.9279293546639387e-05,3.7424890555937353,-0.0058551091453361,0.0032568083905346,1.7978058403291508
